ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Length
161,پیش دبستان و دبستان نهال دانش - بوستان گلنار,2,42,5,1054.342520335368800
162,پیش دبستان و دبستان نهال دانش - بوستان نخل,2,151,6,1268.114167139070800
163,پیش دبستان و دبستان نهال دانش - مدرسه استاد خدابخش,2,102,7,1307.230330147886400
164,پیش دبستان و دبستان نهال دانش - مدرسه پورداود,2,101,8,1466.094411870909000
165,پیش دبستان و دبستان نهال دانش - سالن فوتبال مجموعه ورزشی شهید عراقی,2,104,9,1466.094411870909000
166,پیش دبستان و دبستان نهال دانش - دبیرستان سمیه,2,91,10,1521.050302434459400
167,پیش دبستان و دبستان نهال دانش - مدرسه شعبانی,2,125,11,1544.388015167191700
168,پیش دبستان و دبستان نهال دانش - بوستان سمیه,2,114,12,1630.480681973598200
169,پیش دبستان و دبستان نهال دانش - هنرستان فجر,2,87,13,1640.334618843683500
170,پیش دبستان و دبستان نهال دانش - مدرسه غیاثوند,2,122,14,1687.720628663008500
171,پیش دبستان و دبستان نهال دانش - گذر سبز شاهد (شرقی),2,63,15,1798.836882270680000
172,پیش دبستان و دبستان نهال دانش - بوستان کوثر,2,116,16,1805.049741881614600
173,پیش دبستان و دبستان نهال دانش - گذر سبز شاهد (غربی),2,62,17,1811.992904074727400
174,پیش دبستان و دبستان نهال دانش - مدرسه معلم,2,147,18,1879.715511655309000
175,پیش دبستان و دبستان نهال دانش - مدرسه شهید مفتح,2,92,19,1897.178134608866000
176,پیش دبستان و دبستان نهال دانش - بوستان پلیس,2,44,20,1914.332606772407200
177,پیش دبستان و دبستان نهال دانش - بوستان دانش,2,83,21,1932.060006210385200
178,پیش دبستان و دبستان نهال دانش - بوستان گلسا,2,60,22,1981.449150804722600
179,پیش دبستان و دبستان نهال دانش - بوستان معین نژاد,2,10,23,1987.678566444212300
180,پیش دبستان و دبستان نهال دانش - هنرستان نرگس,2,4,24,2094.953688231844800
181,پیش دبستان و دبستان نهال دانش - بوستان درختی,2,118,25,2104.696338516259400
182,پیش دبستان و دبستان نهال دانش - بوستان سراج,2,18,26,2111.182508661864200
183,پیش دبستان و دبستان نهال دانش - بوستان 22 بهمن,2,61,27,2112.975586619835700
184,پیش دبستان و دبستان نهال دانش - بوستان اقاقیا,2,49,28,2150.755998562110100
185,پیش دبستان و دبستان نهال دانش - هنرستان سید الشهدا (ع),2,19,29,2163.190223399813500
186,پیش دبستان و دبستان نهال دانش - بوستان ارغوان,2,11,30,2226.742097112005500
187,پیش دبستان و دبستان نهال دانش - مدرسه شهریار,2,126,31,2253.434518703207700
188,پیش دبستان و دبستان نهال دانش - بوستان جنبی مدرسه شهریار,2,119,32,2260.759440065433400
189,پیش دبستان و دبستان نهال دانش - بوستان فتاحی,2,132,33,2262.628109351176100
190,پیش دبستان و دبستان نهال دانش - بوستان میثاق,2,117,34,2320.298358913259100
191,پیش دبستان و دبستان نهال دانش - مدرسه ابو علی سینا,2,51,35,2362.855001726928500
192,پیش دبستان و دبستان نهال دانش - مدرسه نور علی,2,45,36,2376.807042894229700
193,پیش دبستان و دبستان نهال دانش - بوستان احدزاده,2,89,37,2381.385207555251300
194,پیش دبستان و دبستان نهال دانش - مدرسه هدایت,2,121,38,2404.130681415213100
195,پیش دبستان و دبستان نهال دانش - بوستان شبنم,2,155,39,2435.523173368204400
196,پیش دبستان و دبستان نهال دانش - بوستان نوفل لوشاتو,2,82,40,2438.490264180699800
197,پیش دبستان و دبستان نهال دانش - بوستان یاس,2,131,41,2477.946220472809300
198,پیش دبستان و دبستان نهال دانش - مدرسه سعادت,2,124,42,2505.874941412835100
199,پیش دبستان و دبستان نهال دانش - مجموعه ورزشی شهید طوقانی,2,85,43,2548.012797401647700
200,پیش دبستان و دبستان نهال دانش - مدرسه مفید,2,32,44,2561.743986830928000
201,پیش دبستان و دبستان نهال دانش - مدرسه ولایت,2,123,45,2634.708252786112600
202,پیش دبستان و دبستان نهال دانش - مدرسه عارف نسب,2,59,46,2678.019141716277300
203,پیش دبستان و دبستان نهال دانش - بوستان سبز گلستان,2,31,47,2749.117090530231100
204,پیش دبستان و دبستان نهال دانش - بوستان آزاده,2,129,48,2755.297549518823900
205,پیش دبستان و دبستان نهال دانش - مدرسه ملت,2,103,49,2787.503390110031000
206,پیش دبستان و دبستان نهال دانش - مدرسه الغدیر 2,2,86,50,2809.606686580014900
207,پیش دبستان و دبستان نهال دانش - زمین ورزشی والائیان,2,84,51,2843.558945243144500
208,پیش دبستان و دبستان نهال دانش - فرهنگسرای اشراق,2,127,52,2865.922717925026500
209,پیش دبستان و دبستان نهال دانش - بوستان جعفرپناه,2,130,53,2905.380141152654700
210,پیش دبستان و دبستان نهال دانش - مدرسه همای رحمت,2,133,54,2914.331476816167700
211,پیش دبستان و دبستان نهال دانش - بوستان آفتابگردان,2,30,55,2960.778213025864300
212,پیش دبستان و دبستان نهال دانش - بوستان گلستان,2,21,56,3000.443545355407900
213,پیش دبستان و دبستان نهال دانش - سالن مجموعه ورزشی گلشن,2,68,57,3006.585697138958500
214,پیش دبستان و دبستان نهال دانش - مدرسه راهنمایی طالقانی,2,136,58,3021.896617387539200
215,پیش دبستان و دبستان نهال دانش - بوستان شهید منتظری,2,8,59,3024.619682529844300
216,پیش دبستان و دبستان نهال دانش - مدرسه سعدی,2,148,60,3035.283728505804400
217,پیش دبستان و دبستان نهال دانش - دبستان طالقانی,2,135,61,3070.390511384031900
218,پیش دبستان و دبستان نهال دانش - بوستان سحر,2,128,62,3075.979215868436300
219,پیش دبستان و دبستان نهال دانش - مدرسه ابوذر,2,137,63,3143.704165188412800
220,پیش دبستان و دبستان نهال دانش - مدرسه شهید مطهری,2,50,64,3181.227389516480800
221,پیش دبستان و دبستان نهال دانش - بوستان گلشن,2,66,65,3205.800649471576900
222,پیش دبستان و دبستان نهال دانش - مجموعه ورزشی آبفای تهران,2,145,66,3312.495778981688500
223,پیش دبستان و دبستان نهال دانش - مجموعه ورزشی شهدای شمیران نو,2,64,67,3365.667779495370300
224,پیش دبستان و دبستان نهال دانش - بوستان ختمی,2,109,68,3404.164916234450600
225,پیش دبستان و دبستان نهال دانش - مدرسه نیایش,2,134,69,3535.603792946641500
226,پیش دبستان و دبستان نهال دانش - بوستان شمعدانی,2,79,70,3610.466910789035400
227,پیش دبستان و دبستان نهال دانش - بوستان خواجه نصیر,2,3,71,3674.732143734219800
228,پیش دبستان و دبستان نهال دانش - دبیرستان آبسال,2,107,72,3678.229634786297100
229,پیش دبستان و دبستان نهال دانش - دبستان پسرانه محمد باقر صدر,2,65,73,3732.009089171553600
230,پیش دبستان و دبستان نهال دانش - بوستان شقایق,2,80,74,3774.321964752759000
231,پیش دبستان و دبستان نهال دانش - دانشگاه علم صنعت,2,115,75,3832.428146797511100
232,پیش دبستان و دبستان نهال دانش - بوستان یکصدم,2,90,76,3893.324626113586900
233,پیش دبستان و دبستان نهال دانش - بوستان شهید بهزادی,2,108,77,3898.575281509698500
234,پیش دبستان و دبستان نهال دانش - بوستان غدیر,2,106,78,3961.450172322988200
235,پیش دبستان و دبستان نهال دانش - مدرسه منصور نفر,2,69,79,3998.119892780065100
236,پیش دبستان و دبستان نهال دانش - بوستان آلاله,2,157,80,4128.508849556751600
237,پیش دبستان و دبستان نهال دانش - فضای سبز میدان 57,2,93,81,4161.774936504748400
238,پیش دبستان و دبستان نهال دانش - دبستان دخترانه تجلی,2,111,82,4283.341423890381500
239,پیش دبستان و دبستان نهال دانش - بوستان صبوری,2,48,83,4293.612527152876300
240,پیش دبستان و دبستان نهال دانش - بوستان کاظمی,2,58,84,4344.751240587388600
241,پیش دبستان و دبستان نهال دانش - مدرسه هشت شهریور,2,110,85,4348.356815835220000
242,پیش دبستان و دبستان نهال دانش - بوستان ابوذر,2,67,86,4365.926211688269200
243,پیش دبستان و دبستان نهال دانش - پارک ارغوان,2,120,87,4457.632985086184800
244,پیش دبستان و دبستان نهال دانش - بوستان فردوس,2,70,88,4729.983907672276500
245,پیش دبستان و دبستان نهال دانش - بوستان ولی عصر (عج),2,88,89,4980.973121312178600
246,پیش دبستان و دبستان نهال دانش - پارک جنگلی لویزان,2,9,90,4992.352272716743800
247,پیش دبستان و دبستان نهال دانش - بوستان سبلان,2,7,91,5071.924272561975200
248,پیش دبستان و دبستان نهال دانش - زمین ورزشی دانشگاه شهید عباسپور,2,34,92,5261.190687917864100
249,پیش دبستان و دبستان نهال دانش - بوستان دهقان,2,98,93,5513.569433677666000
250,پیش دبستان و دبستان نهال دانش - پارک جنگلی,2,55,94,5768.313905868680200
251,پیش دبستان و دبستان نهال دانش - بوستان ارژنگ,2,78,95,5905.786362686279100
252,پیش دبستان و دبستان نهال دانش - بوستان مجیدیه,2,96,96,6188.193209617031200
253,پیش دبستان و دبستان نهال دانش - پارک عمومی (فضای باز),2,35,97,6201.848476620462900
254,پیش دبستان و دبستان نهال دانش - بوستان سامان,2,15,98,6213.433335227130600
255,پیش دبستان و دبستان نهال دانش - بوستان شهید جهان نیا,2,99,99,6240.730301820613900
256,پیش دبستان و دبستان نهال دانش - بوستان شهدای گلستان چهارم,2,14,100,6295.283626293684400
257,پیش دبستان و دبستان نهال دانش - بوستان گلریز,2,100,101,6377.237116582766200
258,پیش دبستان و دبستان نهال دانش - بوستان شکوفه,2,38,102,6383.146631276919800
259,پیش دبستان و دبستان نهال دانش - بوستان ساحل,2,37,103,6402.157363550285500
260,پیش دبستان و دبستان نهال دانش - مدرسه فرهنگ آل یاسین,2,105,104,6446.731347491189800
261,پیش دبستان و دبستان نهال دانش - بوستان شاهد,2,140,105,6475.559806721385000
262,پیش دبستان و دبستان نهال دانش - مدرسه امامت,2,76,106,6528.677265544800300
263,پیش دبستان و دبستان نهال دانش - بوستان ملت,2,97,107,6566.188092124968500
264,پیش دبستان و دبستان نهال دانش - بوستان امید,2,139,108,6649.232825315703800
265,پیش دبستان و دبستان نهال دانش - بوستان شفیعی,2,143,109,6702.777914090955200
266,پیش دبستان و دبستان نهال دانش - بوستان ریحانه,2,153,110,6725.485574068080500
267,پیش دبستان و دبستان نهال دانش - بوستان اتحاد,2,138,111,6744.443759812580500
268,پیش دبستان و دبستان نهال دانش - بوستان رهنمون,2,141,112,6785.335494780300000
269,پیش دبستان و دبستان نهال دانش - بوستان حسین حامد,2,142,113,6786.215501310621200
270,پیش دبستان و دبستان نهال دانش - بوستان صبا,2,25,114,6797.375585314609500
271,پیش دبستان و دبستان نهال دانش - بوستان سینا,2,156,115,6830.753597637369200
272,پیش دبستان و دبستان نهال دانش - بوستان نرگس,2,26,116,6831.807576911138300
273,پیش دبستان و دبستان نهال دانش - بوستان شادی,2,113,117,6978.868870867096100
274,پیش دبستان و دبستان نهال دانش - بوستان ارکیده,2,72,118,6981.121744742181400
275,پیش دبستان و دبستان نهال دانش - بوستان شب بو,2,1,119,7086.168534918336300
276,پیش دبستان و دبستان نهال دانش - بوستان صدف,2,71,120,7267.494170414503100
277,پیش دبستان و دبستان نهال دانش - بوستان نور (کتابخانه حکیمیه ) و فضای باز,2,23,121,7278.487445752589300
278,پیش دبستان و دبستان نهال دانش - بوستان افتخاریان,2,81,122,7286.199617668789000
279,پیش دبستان و دبستان نهال دانش - بوستان گمنام,2,28,123,7297.283824942775000
280,پیش دبستان و دبستان نهال دانش - بوستان سنگسر,2,154,124,7421.789810395989700
281,پیش دبستان و دبستان نهال دانش - مدرسه صالحی شفا،ایثارگران امام حسین,2,43,125,7428.615435062742100
282,پیش دبستان و دبستان نهال دانش - زمین ورزشی شهید مبارکآبادی,2,47,126,7444.490918861035400
283,پیش دبستان و دبستان نهال دانش - مدرسه شعبانی,2,2,127,7464.398312062478900
284,پیش دبستان و دبستان نهال دانش - مدرسه ثامن الحجج,2,53,128,7488.430303386053300
285,پیش دبستان و دبستان نهال دانش - بوستان هروی,2,46,129,7538.550049712229300
286,پیش دبستان و دبستان نهال دانش - مجتمع آموزشی نرجس,2,17,130,7602.845257338889500
287,پیش دبستان و دبستان نهال دانش - بوستان سخندان,2,146,131,7604.247103124197600
288,پیش دبستان و دبستان نهال دانش - بوستان تولد,2,112,132,7660.723904948895300
289,پیش دبستان و دبستان نهال دانش - بوستان شهید شعبانلو,2,52,133,7723.076199914178700
290,پیش دبستان و دبستان نهال دانش - مدرسه عمار,2,54,134,7740.839039742148100
291,پیش دبستان و دبستان نهال دانش - مدرسه زینب و ایمان,2,150,135,7758.587709792223000
